"","OPCS","Prop_IP","Median Mean LOS","Median Median LOS","Admissions","class1","class2","class3","class4","class1_proportion","class2_proportion","class3_proportion","class4_proportion","class1_prop_dc","class2_prop_dc","class3_prop_dc","class4_prop_dc","class1_prop_bed","class2_prop_bed","class3_prop_bed","class4_prop_bed","class1_proportional_cost","class2_proportional_cost","class3_proportional_cost","class4_proportional_cost","value"
"253","F36",0.856360468010953,1.33629686896019,1,8768.4,7161.6,0,1606.8,0,0.00869124104067709,0,0.000650150272732267,0,0.00124840579548685,0,9.33872808978138e-05,0,0.0116140781900351,0,0.000744000642741285,0,9.73418996555834,0,0.728168305460139,0,1120
"254","F38",0.192283638812719,6.08131868131868,1,4244.4,87,0,4157.4,0,0.000105582268004204,0,0.00168218492896261,0,8.52805253182558e-05,0,0.00135872828966577,0,0.000642079418829961,0,0.00196704290315248,0,0.0895337632675649,0,1.4264928197603,0,848
"255","F39",0.672131147540984,8.13636363636364,3,87.6,2.2,0,54.8,30.6,2.66989643229021e-06,0,2.21734098492209e-05,3.62108808095585e-05,8.75375879439414e-07,0,7.26997044236752e-06,1.18724199375602e-05,2.17232482445431e-05,0,0.000121259802446671,0.000198026568003987,0.00519294856080446,0,0.0431272821567347,0.0704301631745914,1945
"256","F40",0.573426573426573,1.71875,0,223.2,108.8,0,114.4,0,0.000132038514469625,0,4.62890161815853e-05,0,5.63241215569729e-05,0,1.97456642452916e-05,0,0.000226941196744668,0,4.56213861405048e-05,0,0.256814910643421,0,0.0900321364731835,0,1945
"257","F42",0.152928614214652,2.58536585365854,2,8790,1110.6,0,7679.4,0,0.0013478122625916,0,0.00310727159846911,0,0.00114169320105195,0,0.00263208085892668,0,0.00348458780084656,0,0.00122854191198774,0,2.62149485074065,0,6.04364325902242,0,1945
"258","F44",0.887000133149882,1.80827937095282,1,4541.4,35.2,0,4506.2,0,4.27183429166434e-05,0,0.00182331787340437,0,4.82716706163837e-06,0,0.000206034676920133,0,7.72466982574549e-05,0,0.00292449984119108,0,0.256395494185694,0,10.943553876173,0,6002
"259","F45",0.583538782476768,1.3777490297542,1,1082.4,27.8,0,1054.6,0,3.37377821898491e-05,0,0.000426716752317307,0,1.40504778473181e-05,0,0.000177710978207625,0,4.64821966781232e-05,0,0.000343067463682809,0,0.0656199863592564,0,0.829964083257162,0,1945
"260","F46",0.805471124620061,4.0398406374502,3,274.6,208.8,0,65.8,0,0.000253397443210089,0,2.6624276789758e-05,0,4.92931196518107e-05,0,5.17919062171584e-06,0,0.0010236852885061,0,8.66347305752779e-05,0,0.214881031842156,0,0.0225773867177148,0,848
"261","F48",0.20990990990991,8.47214076246334,2,1529.2,197.2,0,1332,0,0.000239319807476195,0,0.000538959524072305,0,0.00018908420824921,0,0.000425826578929199,0,0.00202755109618396,0,0.000958478236124433,0,0.4654770255412,0,1.04827627432063,0,1945
"262","F50",0.521428571428571,1.38095238095238,1,28,0,0,0,28,0,0,0,3.3134139302864e-05,0,0,0,1.58570523806564e-05,0,0,0,2.38588343211439e-05,0,0,0,0.0644459009440705,1945
"263","F51",0.165424210152645,1.03289473684211,1,588.2,24.8,0,457.2,106.2,3.00970143276351e-05,0,0.000184994215019413,0.000125673056927291,2.51182395045333e-05,0,0.000154391693117018,0.000104883690747626,3.10870476936758e-05,0,3.16091838070789e-05,2.14732269092598e-05,0.0255222681498346,0,0.156875094336462,0.106570752274343,848
"264","F52",0.41726618705036,1.72727272727273,1,28.6,0.8,0,5.2,22.6,9.70871429923714e-07,0,2.10404619007206e-06,2.67439838658831e-05,5.65759610243315e-07,0,1.22609885896286e-06,1.55846236916297e-05,1.67695974259551e-06,0,1.51645448100681e-06,1.92752584828013e-05,0.000823298972575309,0,0.00178423116918111,0.0226788983182689,848
"265","F53",0.449848024316109,3.625,2,88.6,22.8,0,37.4,28.4,2.76698357528258e-05,0,1.5132947597826e-05,3.36074841500478e-05,1.52226148062659e-05,0,8.32542101886475e-06,1.84892238029138e-05,0.000100303154603994,0,2.46772838487345e-05,5.48036937583606e-05,0.0538178305392463,0,0.0294335830777715,0.0653665566718429,1945
"266","F58",0.36139896373057,4.2247191011236,2,208.8,54.4,0,122.8,31.6,6.60192572348125e-05,0,4.96878600270864e-05,3.7394242927518e-05,4.21599660838894e-05,0,3.17307189033077e-05,2.38800022840238e-05,0.000278912817081905,0,7.58638771071995e-05,5.70938705837507e-05,0.055984330135121,0,0.0421353053029692,0.0317103180025352,848
"267","G01",0.999408633944412,16.4390735146022,12,1375.4,22.6,800.2,552.6,0,2.74271178953449e-05,0.00219381254572727,0.000223595370121889,0,1.62194665259283e-08,1.2973462718671e-06,1.32226712076811e-07,0,0.000450876407375237,0.0360429185457302,0.00367352704231799,0,0.195555350593809,15.6418834510355,1.59423498896907,0,7130
"268","G02",0.997938144329897,20.9,12,100.4,3.4,53.4,43.6,0,4.12620357717578e-06,0.000146400387330463,1.76416180552196e-05,0,8.50763624159952e-09,3.01856468722603e-07,3.63744702169475e-08,0,8.62376547629739e-05,0.00305345929501037,0.000367949590926555,0,0.0294198315052633,1.0438347616662,0.125784736733716,0,7130
"269","G03",0.989632422243167,18.4876033057851,13,219.4,7.2,212.2,0,0,8.73784286931343e-06,0.000581763336919929,0,0,9.05902653745972e-08,6.0314766315921e-06,0,0,0.00016154177271615,0.0106439022435125,0,0,0.0623008196582047,4.1479725922391,0,0,7130
"270","G04",0.91304347826087,9.21052631578947,5,24.4,1.4,0,23,0,1.6990250023665e-06,0,9.30635814839565e-06,0,1.47741304553609e-07,0,8.09248534643101e-07,0,1.56489144954809e-05,0,7.82628517056156e-05,0,0.0121140482668731,0,0.066354333598061,0,7130
"271","G05",0.987951807228916,25.3888888888889,18,17.8,1.2,0,12.4,4.2,1.45630714488557e-06,0,5.01734091478722e-06,4.9701208954296e-06,1.75458692154889e-08,0,6.04498905396053e-08,5.98809746437304e-08,3.69740202895948e-05,0,0.000125849955448953,0.000124665535766619,0.0103834699430341,0,0.0357736407224329,0.0354369619844131,7130
"272","G06",0.909090909090909,23,17,11.4,2.6,1,6.4,1.4,3.15533214725207e-06,2.74158028708732e-06,2.58959531085792e-06,1.6567069651432e-06,2.86848377022916e-07,2.49234571553393e-07,2.35417755532538e-07,1.50609724103927e-07,7.25726393867976e-05,5.73239514572803e-05,5.41460837724838e-05,3.46402365439033e-05,0.0224975182099073,0.0195474674469326,0.018463814566417,0.011812320661471,7130
"273","G07",0.964028776978417,30.6618705035971,17,195,139.4,0,55.6,0,0.000169174346664207,0,2.24971092630782e-05,0,6.08540815338875e-06,0,8.092485346431e-07,0,0.00518720190994857,0,0.000664990377155326,0,0.606151684097854,0,0.0806071424896092,0,3583
"274","G08",0.619718309859155,40.8,11,20.2,6,0,14.2,0,7.28153572442785e-06,0,5.74566459596601e-06,0,2.76903471210637e-06,0,2.18497104353637e-06,0,0.000297086657556656,0,0.000145276296939129,0,0.0519173497151706,0,0.0409665885692377,0,7130
"275","G09",0.962721342031687,3.5,2,439,9.8,0,163.2,266,1.18931750165655e-05,0,6.6034680426877e-05,0.000314774323377208,4.43361603599831e-07,0,2.46168426568041e-06,1.17343643383861e-05,4.16261125579792e-05,0,0.000222505486564188,0.00106063985663588,0.0426132460843542,0,0.2366022599695,1.12783640066054,3583
"276","G10",0.431372549019608,18,6,28.2,7.8,0,17.4,3,9.46599644175621e-06,0,7.04046225139497e-06,3.55008635387829e-06,5.3826254276653e-06,0,4.0034001037344e-06,2.01867655416609e-06,0.000170387935951612,0,5.46671186578904e-05,2.75653763948196e-05,0.0622957225831976,0,0.0463332820764303,0.023363118294873,6581
"277","G11",0.868852459016393,17,7,22.4,10.2,2.6,9.6,0,1.23786107315273e-05,7.12810874642703e-06,3.88439296628688e-06,0,1.6234243582331e-06,9.34833933957644e-07,5.09428585742542e-07,0,0.000210436382435965,0.00010528567181198,5.73743944692538e-05,0,0.08825949451579,0.0508234153620248,0.0276957218496255,0,7130
"278","G13",0.911764705882353,5.92307692307692,1,16.8,10,4,2.8,0,1.21358928740464e-05,1.09663211483493e-05,1.13294794850034e-06,0,1.07081407712174e-06,9.67616571913172e-07,9.99659954559124e-08,0,7.1881827023198e-05,5.92230963373524e-05,6.11843156803238e-06,0,0.086528916191951,0.0781898697877304,0.00807791887280743,0,7130
"279","G14",0.270437654830718,4.65217391304348,1,527.6,43.2,0,484.4,0,5.24270572158806e-05,0,0.000195999995090559,0,3.82488068127419e-05,0,0.000142994216071436,0,0.000243899787917357,0,0.000246592102393312,0,0.0556251077060493,0,0.207955994791083,0,1061
"280","G17",0.365853658536585,4.8,2,18.6,2.2,0,16.4,0,2.66989643229021e-06,0,6.63583798407342e-06,0,1.69310505462306e-06,0,4.20809238014412e-06,0,1.2815502874993e-05,0,1.16531788988606e-05,0,0.00175412195601467,0,0.00435974555553624,0,657
"281","G21",0.182666946759097,5.64322250639386,1,8915.8,347.2,0,8568.6,0,0.000421358200586892,0,0.00346706349697143,0,0.000344389984593777,0,0.00283374559375974,0,0.00237781808080557,0,0.00357395384510638,0,1.50972643270283,0,12.4224885096486,0,3583
"282","G23",0.948255114320096,4.78886756238004,2,1667.2,171.4,0,0,1495.8,0.000208009203861156,0,0,0.00177007305604371,1.07634124741633e-05,0,0,9.15922279300599e-05,0.000996128529047185,0,0,0.00803802239183026,0.355903747806437,0,0,3.02859499889079,1711
"283","G24",0.876860119047619,3.41844919786096,2,2737,49,0,0,2688,5.94658750828275e-05,0,0,0.00318087737307495,7.32262077842853e-06,0,0,0.000391692861044571,0.000203281072976992,0,0,0.00953468555783646,0.125056735299186,0,0,6.68938511557661,2103
"284","G25",0.876788553259142,4.20765027322404,2,268.2,16.6,0,0,251.6,2.01455821709171e-05,0,0,0.000297733908878592,2.48216632471554e-06,0,0,3.66842256567423e-05,8.47655643257166e-05,0,0,0.00109840577093347,0.0423661593054386,0,0,0.62613441037168,2103
"285","G26",1,83.5,84,2.8,2.6,0,0,0,3.15533214725207e-06,0,0,0,0,0,0,0,0.000263470234295548,0,0,0,NA,NA,NA,NA,NA
"286","G27",0.997295835586804,14.8923611111111,10,390,20.2,369.8,0,0,2.45145036055738e-05,0.00101383639016489,0,0,6.62912482573655e-08,2.74158028708732e-06,0,0,0.00036507884015384,0.0150575890262705,0,0,0.133211812592688,5.50918694415602,0,0,5434
"287","G28",0.995426829268293,4.38567493112948,2,3025,138.6,0,1049,1837.4,0.000168203475234283,0,0.000424450856420306,0.00217430955553866,7.69223209912873e-07,0,1.94108623362943e-06,9.94348882106081e-06,0.000737685764663854,0,0.00185299050726498,0.00949220600059066,0.914017684423096,0,2.30646595378794,11.8151981247971,5434
"288","G29",0.963414634146341,5.40392156862745,4,283.6,21.2,0,262.4,0,2.57280928929784e-05,0,0.000106173407745175,0,9.41271691206528e-07,0,3.88439296628688e-06,0,0.000139032596104017,0,0.000552761813197284,0,0.139806456780445,0,0.57694629768728,0,5434
"289","G30",0.525592631737883,1.74164810690423,1,1549.6,225,0,1324.6,0,0.000273057589666045,0,0.000535965304494125,0,0.000129540532497465,0,0.000254265889584862,0,0.000475570234117699,0,0.000490621252692748,0,0.574240111067692,0,1.12713503535115,0,2103
"290","G31",0.963235294117647,7,2,30.8,3.6,0,12.4,14.8,4.36892143465671e-06,0,5.01734091478722e-06,1.75137593457996e-05,1.60622111568261e-07,0,1.84461063043648e-07,6.4388821124263e-07,3.0582450042597e-05,0,3.3830158962205e-05,0.000118089097941898,0.00918784177708307,0,0.0105514679437975,0.0368314359042165,2103
"291","G32",0.981021897810219,3.10919540229885,2,1538.6,31.6,0,539,968,3.83494214819867e-05,0,0.000218092480086316,0.00114549453018473,7.27799239804127e-07,0,4.13898137390088e-06,2.1739312251681e-05,0.000119235844952614,0,0.000665223234502393,0.00349397455690677,0.080648833376618,0,0.458648485621522,2.40897499697848,2103
"292","G33",0.965248226950355,6.9,3,2180.2,206.2,0,842.6,1131.4,0.000250242111062837,0,0.000340936407645138,0.0013388559002593,8.69635705111987e-06,0,1.18481446628452e-05,4.65276163919898e-05,0.00172667056633358,0,0.00227070901457782,0.00891706515868443,0.526259159565147,0,0.716989265277726,2.8156139582453,2103
"293","G34",0.689409141583055,12.1496710526316,2,6630,2145,0,4485,0,0.00260314902148296,0,0.00181473983893715,0,0.000808514289169623,0,0.000563641604378919,0,0.0316274043119977,0,0.0152004320044106,0,10.0872024582465,0,7.03211687588147,0,3875
"294","G35",1,11.2,7,419.8,414.2,1.2,4.4,0,0.000502668682843003,3.28989634450479e-06,1.78034677621482e-06,0,0,0,0,0,0.00562988924784163,3.68468390584536e-05,1.9939883893606e-05,0,1.05711224001883,0.00691865201249356,0.00374406927037977,0,2103
"295","G36",0.972413793103448,10.9644970414201,6,199.4,141.4,0,31.6,26.4,0.000171601525239016,0,1.2786126847361e-05,3.12407599141289e-05,4.73383517900736e-06,0,3.52720740616855e-07,8.61814066596662e-07,0.00188152441578638,0,0.000136326044472171,0.00033308986186673,0.360878007577651,0,0.0268892247600002,0.0656993180994131,2103
"296","G38",0.662541254125413,4.44102564102564,2,991.4,264.2,0,566.2,161,0.000320630289732306,0,0.000229098260157462,0.000190521300991468,0.00010819949546247,0,7.7311211554787e-05,6.42930792949756e-05,0.00142392733799065,0,0.000674090174820084,0.000560582769175192,0.674285499307041,0,0.481793641111142,0.400666295985057,2103
"297","G40",1,3.95774647887324,3,589,557.6,0,31.4,0,0.000676697386656828,0,1.27052019938967e-05,0,0,0,0,0,0.00267819669930379,0,5.02839684547178e-05,0,3.58378935973456,0,0.0672867497596768,0,5296
"298","G41",0.942307692307692,10.2142857142857,7,51.8,41.4,8,2.4,0,5.02425964985522e-05,2.19326422966986e-05,9.7109824157172e-07,0,2.89861133645493e-06,1.26534474788646e-06,5.60248985522147e-08,0,0.000513192235663783,0.000211101682105724,9.34682057512781e-06,0,0.105660180436455,0.0461243467499571,0.00204221960202533,0,2103
"299","G48",0.59549771368273,1.99676375404531,1,1127,558.4,0,568.6,0,0.000677668258086752,0,0.000230069358399033,0,0.000274118359760733,0,9.30635814839565e-05,0,0.00135314341501465,0,0.000273568169438843,0,0.234473217298016,0,0.0796039980060656,0,346
"300","G49",0.914414414414414,19,13,60,15.6,6.4,38,0,1.89319928835124e-05,1.75461138373589e-05,1.53757221582189e-05,0,1.62030569723755e-06,1.5016944275217e-06,1.31594018471243e-06,0,0.000359707864786736,0.000304843968786906,0.000267135857496623,0,0.102876449329006,0.095345582592208,0.0835516742077615,0,5434
"301","G50",0.935483870967742,12.08,7,32.8,8,0,24.8,0,9.70871429923714e-06,0,1.00346818295744e-05,0,6.26368664466913e-07,0,6.47398827714481e-07,0,0.000117281268734785,0,0.000113398378662468,0,0.0527571535020546,0,0.0545284610619075,0,5434
"302","G51",0.988505747126437,20.1854304635762,16,99,64.2,5,29.8,0,7.7912432251378e-05,1.37079014354366e-05,1.20578031661822e-05,0,8.955451982917e-07,1.57562085464788e-07,1.38595438691749e-07,0,0.00157269598345828,0.000273519432706716,0.000240594338764178,0,0.423376156853988,0.0744887364001625,0.065522102405034,0,5434
"303","G52",1,11.2776349614396,7,928.8,923.8,0.4,3.4,0.6,0.00112111378370441,1.09663211483493e-06,1.37572250889327e-06,7.10017270775658e-07,0,0,0,0,0.0126435120028567,1.23674166780998e-05,1.55148962635341e-05,8.00731559612547e-06,6.09213230064976,0.005959098912013,0.00747567611332603,0.00385823384939492,5434
"304","G53",0.973913043478261,13.09,8,335.6,266.6,0,69,0,0.000323542904022078,0,2.7919074445187e-05,0,8.44024967014114e-06,0,7.28323681178789e-07,0,0.004235176613649,0,0.000355926927500867,0,1.75813214045597,0,0.151712250535146,0,5434
"305","G57",0.852459016393443,12.3,10,41.8,17.4,12,12.4,0,2.11164536008408e-05,3.28989634450479e-05,5.01734091478722e-06,0,3.11554233455028e-06,4.85394542631854e-06,7.40263413657131e-07,0,0.000259732379290342,0.000344953721630371,5.26080532639001e-05,0,0.00730629294589091,0.0113830413519866,0.00173599995651638,0,346
"306","G58",0.99837925445705,18.5270935960591,10,435,311.6,0,123.4,0,0.000378154421955287,0,4.99306345874793e-05,0,6.12892093930779e-07,0,8.09248534643109e-08,0,0.00700610236932923,0,0.000923570237978475,0,1.62984555862728,0,0.215201035072036,0,4310
"307","G59",0.974683544303797,11.3214285714286,9,29.6,13.8,6.8,9,0,1.67475321661841e-05,1.86427459521938e-05,3.64161840589395e-06,0,4.23988156105926e-07,4.71968251954273e-07,9.219287103529e-08,0,0.000189605989167155,0.000205719161820569,4.0184567662507e-05,0,0.0500583736447242,0.0557231676511072,0.010884797415217,0,2989
"308","G60",0.754491017964072,16.6931034482759,6,1038.4,370.4,119.6,548.4,0,0.000449513472054679,0.000327893002335644,0.000221895948199138,0,0.00011035959493558,8.05006772201281e-05,5.44774483602675e-05,0,0.00750377489040242,0.0041297456754628,0.00279473433696542,0,1.34359576797144,0.980072183981239,0.663246989167224,0,2989
"309","G61",0.982758620689655,23.890243902439,14,69.6,34.8,0,19,15.8,4.22329072016815e-05,0,7.68786107910945e-06,1.8697121463759e-05,7.28153572442787e-07,0,1.32549328950163e-07,3.22364163168259e-07,0.00100895445375725,0,0.000180498240470269,0.000438977433559234,0.126234159625826,0,0.0229790167654582,0.0558856960551756,2989
"310","G63",0.878378378378378,15.1940298507463,9,160.4,116,6.4,38,0,0.000140776357338939,1.75461138373589e-05,1.53757221582189e-05,0,1.71214488655466e-05,2.13398681805716e-06,1.87002026248608e-06,0,0.00213896017568716,0.000234172317994763,0.000205206037759045,0,0.420780532086087,0.0524453342598656,0.0459580335309163,0,2989
"311","G67",0.697418738049713,13.9342948717949,4,735.6,317.2,123.4,295,0,0.000384950521964753,0.000338311007426575,0.000119364158859857,0,0.000116478814724516,0.000102366571558806,3.61173578194501e-05,0,0.00536401408410821,0.00328771934274079,0.00115998547283067,0,1.15061711015265,1.01121160119803,0.356779470832113,0,2989
"312","G68",1,57.1,50.5,4.8,3.6,0.4,0,0,4.36892143465671e-06,1.09663211483493e-06,0,0,0,0,0,0,0.000249465413918898,6.26176937570744e-05,0,0,0.0188300513833704,0.00472648441493854,0,0,4310
"313","G69",0.999541809851088,17.3423312883436,10,3636.6,2763.6,0,873,0,0.00335387535467147,0,0.000353236985371713,0,1.53671264818853e-06,0,1.6184970692862e-07,0,0.0581640175005234,0,0.00612314597237554,0,14.455202778634,0,1.52245140695208,0,4310
"314","G70",0.967088607594937,8.3011583011583,5,289.6,210.6,0,79,0,0.000255581903927418,0,3.19653171184025e-05,0,8.41155633178842e-06,0,1.05202309503603e-06,0,0.00212162584341293,0,0.000256616147298216,0,0.763934310839051,0,0.095544332866905,0,2989
"315","G71",1,17.0148514851485,13,159,107,0,52,0,0.000129854053752297,0,2.10404619007206e-05,0,0,0,0,0,0.00220944743933982,0,0.000358000334419687,0,0.388133766665615,0,0.0628899406212539,0,2989
"316","G72",0.996996996996997,14.1104972375691,8,163,29.8,0,0,133.2,3.61649607646583e-05,0,0,0.000157623834112196,1.08603485779756e-07,0,0,4.73344847183778e-07,0.000510305578966505,0,0,0.00221747154465658,0.108097067725564,0,0,0.471137640161354,2989
"317","G73",0.970588235294118,14.4267015706806,9,393.8,115,0,278.8,0,0.000139562768051534,0,0.000112809245729248,0,4.10478729563335e-06,0,3.31791899203671e-06,0,0.0020134304050576,0,0.00157959869541563,0,0.417153113706035,0,0.337186835484723,0,2989
"318","G74",0.999703352121032,16.8847305389222,11,1326,651.8,0,674.2,0,0.000791017497530346,0,0.000272797681028189,0,2.34653662868683e-07,0,8.09248534643085e-08,0,0.0133561172973724,0,0.00460474894145916,0,2.3643513001182,0,0.815392268593257,0,2989
"319","G75",0.979432594037573,8.2,5,5084,367.8,0,2878.2,1838,0.000446358139907427,0,0.00116458956620489,0.00217501957280943,9.18042906811e-06,0,2.3952586387743e-05,4.47345105301969e-05,0.0036601367472409,0,0.00935322323450057,0.0174683375106897,1.3341644801833,0,3.4809582133864,6.50113350312739,2989
"320","G76",1,10.8,8,275.6,261.6,0,14,0,0.000317474957585054,0,5.6647397425017e-06,0,0,0,0,0,0.00342872954191859,0,6.11791892190184e-05,0,1.36831706719158,0,0.0244150282901823,0,4310
"321","G78",0.973025048169557,14.3213296398892,9,428.2,324.4,0,83.8,20,0.000393688364834066,0,3.39075136015459e-05,2.36672423591886e-05,1.06197246776049e-05,0,9.14653546091798e-07,6.38422722598537e-07,0.00563814084817762,0,0.000472501624616891,0.000329803317233159,1.17673452248902,0,0.101349558155021,0.0707413874116147,2989
"322","G82",0.87962962962963,6.72131147540984,2,119,97.4,2.6,19,0,0.000118203596593212,7.12810874642703e-06,7.68786107910945e-06,0,1.42282107010348e-05,8.58013089847699e-07,9.2539068544836e-07,0,0.000794483190216672,4.21432658884841e-05,4.54526698590336e-05,0,0.353310550217111,0.0213059170430704,0.0229790167654582,0,2989
"323","H01",0.997392438070404,3.05326060140895,2,35299.2,34839,0,460.2,0,0.0422802371838903,0,0.000186208087821377,0,0.000110248336854997,0,4.8554912078587e-07,0,0.129092582411798,0,0.000567059310208166,0,67.6483794942245,0,0.297932940514204,0,1600
"324","H02",0.959841628959276,3.0375640295959,2,8607.6,7546.8,0,1060.8,0,0.00915871563418535,0,0.0004292254227747,0,0.000367799100694095,0,1.7236993787898e-05,0,0.0278201851676991,0,0.00125144123250004,0,14.6539450146966,0,0.686760676439521,0,1600
"325","H03",0.885964912280702,6.14828897338403,5,292.6,155.8,0,0,136.8,0.000189077210977643,0,0,0.00016188393773685,2.15614363395558e-05,0,0,1.84604490401671e-05,0.00116250133137205,0,0,0.000881809054078084,0.302523537564229,0,0,0.25901430037896,1600
"326","H04",0.998979591836735,12.5669291338583,9,611.8,23.8,0,588,0,2.88834250402305e-05,0,0.000237919069185072,0,2.94728826941131e-08,0,2.42774560392933e-07,0,0.000362975955623684,0,0.00298686115134635,0,0.149356190883032,0,1.230279506756,0,5171
"327","H05",0.996190476190476,16.3511777301927,12,492,177,0,315,0,0.000214805303870622,0,0.000127456644206288,0,8.18305919507132e-07,0,4.85549120785861e-07,0,0.00351231970097659,0,0.00207612694234025,0,1.11075822631498,0,0.659078307190717,0,5171
"328","H06",0.999180730788137,12.5669553630913,9,1734.4,513.8,1220.6,0,0,0.000623542175868505,0.00334637289841878,0,0,5.10848906987154e-07,2.74158028708739e-06,0,0,0.00783602669114431,0.0420192655255951,0,0,2.94748386533042,15.8183046908256,0,0,4727
"329","H07",0.999101754385965,10.1028783449517,7,9843.2,2718.2,5642.4,1482.6,0,0.0032987784010233,0.0154690926118615,0.00059989593873093,0,2.96311323039278e-06,1.38950445917068e-05,5.38853895842506e-07,0,0.0333271568724925,0.156141980819319,0.00605523171327376,0,15.5933255016371,73.1224007762693,2.83570810238111,0,4727
"330","H08",1,15.9509803921569,9,239,93,0,146,0,0.000112863803728632,0,5.90751430289463e-05,0,0,0,0,0,0.00180028832025965,0,0.000942306448118585,0,0.533507200225242,0,0.279248201097829,0,4727
"331","H09",0.998981255093724,11.1717557251908,7,1238.2,256.6,208,773.6,0,0.000311407011148031,0.000570248699714163,0.000313017333199951,0,3.17244306385539e-07,5.80937958144039e-07,3.18884813773396e-07,0,0.00347896305965759,0.00636418907885445,0.00349339068101657,0,1.61028565464647,2.94875602622194,1.61861262997695,0,5171
"332","H10",0.998474178403756,10.8690360272639,7,2316.4,612.4,0,1704,0,0.000743202079606603,0,0.000689479751515921,0,1.13399378343732e-06,0,1.05202309503604e-06,0,0.0080778901787816,0,0.00748254578237403,0,3.84309795364574,0,3.56529979508883,0,5171
"333","H11",0.994758909853249,16.6214057507987,10,681.6,300,0,381.6,0,0.000364076786221393,0,0.000154404620409904,0,1.90815925692555e-06,0,8.09248534643106e-07,0,0.00605146798823257,0,0.00255297099738352,0,1.72099096846852,0,0.729870640677614,0,4727
"334","H12",0.62754303599374,5.48181818181818,3,170.4,42.6,0,127.8,0,5.16989036434378e-05,0,5.17109813636941e-05,0,1.9255616693487e-05,0,1.92601151245058e-05,0,0.000283403989972663,0,0.000177889748565732,0,0.0243501836160592,0,0.0243558722222999,0,471
"335","H13",1,14.8571428571429,12,65,33.4,12,19.6,0,4.05338821993151e-05,3.28989634450479e-05,7.93063563950238e-06,0,0,0,0,0,0.000602217678389824,0.000488784599754997,0.000117826586644035,0,0.191603661156162,0.155513400204741,0.0374881146679278,0,4727
"336","H14",0.677989130434783,7.19402985074627,3,197.4,50.2,0,147.2,0,6.0922182227713e-05,0,5.95606921497322e-05,0,1.96176048749565e-05,0,1.91791902710415e-05,0,0.000438275997518771,0,0.000290505729933267,0,0.0286943478292528,0,0.0280530860025239,0,471
"337","H15",0.978981679217714,10.2350489685351,7,4966.2,1407.4,0,3558.8,0,0.00170800556309329,0,0.00143997684254393,0,3.58994088230241e-05,0,3.02658951956519e-05,0,0.0174815205767902,0,0.0144284605775897,0,0.804470620216941,0,0.678229092838192,0,471
"338","H16",1,12.1818181818182,8,50,40,3,7,0,4.85435714961857e-05,8.22474086126196e-06,2.83236987125085e-06,0,0,0,0,0,0.000591348961862626,0.000100192297764464,3.45034147952376e-05,0,0.22946546246247,0.0388783500511853,0.0133886123814028,0,4727
"339","H17",0.984375,8.40304182509506,4,222.2,209.4,0,11.6,1.2,0.000254125596782532,0,4.69364150092998e-06,1.42003454155132e-06,3.97071244972706e-06,0,7.3338148452031e-08,2.21880397117393e-08,0.00213542801859086,0,3.88246023154991e-05,1.17461626200208e-05,0.665809063570234,0,0.0122973407324366,0.00372049049886445,2620
"340","H19",0.884433962264151,10.7649769585253,6,242,157.2,0,84.8,0,0.00019077623598001,0,3.43121378688675e-05,0,2.2047253686369e-05,0,3.96531781975119e-06,0,0.002053701784559,0,0.000326682818593252,0,0.499833738267626,0,0.0898978012164327,0,2620
"341","H29",0.980480480480481,16.9727272727273,12,734.2,334.6,0,399.6,0,0.000406066975565593,0,0.000161687857221691,0,7.92623225578483e-06,0,3.15606928510808e-06,0,0.00689206403073602,0,0.00269071680070546,0,1.91947859349856,0,0.764298501086936,0,4727
"342","H30",0.94006309148265,6.21099947117927,2,2058.2,1868,0,155.6,34.6,0.00226698478887187,0,6.29595359952332e-05,4.09443292813963e-05,0.000135876059900838,0,3.7735999492411e-06,2.45407651844331e-06,0.0140802413248546,0,0.000367603817482907,0.000239062939556257,1.06774983555865,0,0.0296539414537548,0.0192847790915376,471
"343","H32",0.97037037037037,13.1666666666667,8,35,8,0,6,21,9.70871429923714e-06,0,2.4277456039293e-06,2.4850604477148e-05,2.87665608866286e-07,0,7.19332030793868e-08,7.36314206730313e-07,0.000127831404939956,0,3.10181966111905e-05,0.000317504821893833,NA,NA,NA,NA,NA
"344","H33",0.997891279601396,11.5557476231634,8,13210,2492.6,0,10717.4,0,0.00302499265778481,0,0.00433652012259198,0,6.37886372309847e-06,0,9.14450844146688e-06,0,0.0349560517152834,0,0.0500060604677549,0,15.6422370334053,0,22.4241455539231,0,5171
"345","H34",0.662047384890478,2.53416149068323,2,459.2,11.8,0,148.8,298.6,1.43203535913748e-05,0,6.02080909774467e-05,0.000353351928422686,4.83960094549814e-06,0,2.03474817965801e-05,0.000119416208264439,3.62900886042293e-05,0,0.000101013220781326,0.000592830893320277,0.0158239907184691,0,0.0665299405300786,0.390453880907068,1105
"346","H35",0.885043889264011,2.99342645850452,2,1207.2,22.4,0,0,1184.8,2.7184400037864e-05,0,0,0.00140204743735833,3.12501290104412e-06,0,0,0.000161173920466074,8.13745023319133e-05,0,0,0.00371446361712284,0.0300387620418397,0,0,1.54926241828096,1105
