"","OPCS","Prop_IP","Median Mean LOS","Median Median LOS","Admissions","class1","class2","class3","class4","class1_proportion","class2_proportion","class3_proportion","class4_proportion","class1_prop_dc","class2_prop_dc","class3_prop_dc","class4_prop_dc","class1_prop_bed","class2_prop_bed","class3_prop_bed","class4_prop_bed","class1_proportional_cost","class2_proportional_cost","class3_proportional_cost","class4_proportional_cost","value"
"571","M03",0.996643518518519,3.89923842999414,3,1738.6,10.6,0,1728,0,1.28640464464892e-05,0,0.000699190733931639,0,4.31779336745588e-08,0,2.346820750465e-06,0,5.01599842693803e-05,0,0.00271716056598353,0,0.0560229222744605,0,3.04497564627229,0,4355
"572","M04",0.827683615819209,3,1,144.6,3,0,86.2,55.4,3.64076786221393e-06,0,3.48786118431176e-05,6.55582613349524e-05,6.27363953658332e-07,0,6.01015627805134e-06,1.12967625464183e-05,1.09223035866418e-05,0,8.66053666951988e-05,0.000162784496365602,0.0158555440399416,0,0.151896354576777,0.285506228113718,4355
"573","M05",0.986115303350438,3.01900584795322,2,673,10.4,0,392.8,269.8,1.26213285890083e-05,0,0.000158936412203905,0.000319271099425454,1.75243318772829e-07,0,2.20678387002102e-06,4.4329823644947e-06,3.81038648191551e-05,0,0.00047316766448753,0.000950498116565615,0.0549658860051311,0,0.692168075148006,1.39042563799785,4355
"574","M06",0.786316144253455,8.8,4,1279,685.6,0,593.4,0,0.000832036815444623,0,0.000240104040228608,0,0.000177792834847284,0,5.13063570963726e-05,0,0.00732192397591268,0,0.00166141961156367,0,0.762977759762719,0,0.220175404889633,0,917
"575","M08",0.754838709677419,6.56896551724138,4,83.2,21.2,26.6,35.4,0,2.57280928929784e-05,7.29260356365227e-05,1.43236990631829e-05,0,6.3075324511818e-06,1.78786409947604e-05,3.51161654452225e-06,0,0.000169006955038358,0.000361604437215715,7.10241972346499e-05,0,0.0235926611828612,0.0668731746786914,0.0131348320409387,0,917
"576","M09",0.561519532451553,1.84331356418596,1,8005.4,203,0,7802.4,0,0.000246358625343142,0,0.00315704038334966,0,0.000108023445225054,0,0.00138430054336049,0,0.000454116195749221,0,0.00326771539282489,0,0.225910859439662,0,2.89500603153164,0,917
"577","M10",0.856129461316781,2.41183294663573,2,918.6,16.4,0,902.2,0,1.99028643134361e-05,0,0.000365052013977503,0,2.86343581011307e-06,0,5.25202298983372e-05,0,4.80023838835658e-05,0,0.000753774453712975,0,0.0182509265754209,0,0.33475269681737,0,917
"578","M13",0.683835721270354,7.68564727954972,4,14782.2,5373.8,7588.8,1819.6,0,0.00652158611265507,0.0208053044826483,0.000736254316818293,0,0.00206189256948086,0.00657789408550715,0.000232777315038444,0,0.0501226105650766,0.109346858013825,0.00386954664904515,0,5.9802944653047,19.0784642105885,0.675145208522374,0,917
"579","M15",0.723091976516634,8.9,4,331.6,127.2,204.4,0,0,0.00015436855735787,0.000560379010680648,0,0,4.27458921059465e-05,0.000155173444249142,0,0,0.00137388016048505,0.0036063295412404,0,0,0.141555967097167,0.513867552794155,0,0,917
"580","M16",0.65496579170952,4.73752653927813,2,5829.6,1357,0,4472.6,0,0.0016468406630081,0,0.00180972249802237,0,0.000568216364341568,0,0.000624416169330616,0,0.00780195134696327,0,0.00561542018935149,0,1.51015288797843,0,1.65951553068651,0,917
"581","M17",0.407599309153713,1.51546391752577,0,188.4,72.6,115.8,0,0,8.8106582265577e-05,0.000317474997244712,0,0,5.2194400202233e-05,0.00018807240769419,0,0,0.000133522346319998,0.000196104955298213,0,0,0.0807937359375341,0.291124572473401,0,0,917
"582","M18",0.970826580226904,5.98039215686275,4,126.2,2.8,0,123.4,0,3.398050004733e-06,0,4.99306345874793e-05,0,9.91327391980453e-08,0,1.45664736235758e-06,0,2.03216715969326e-05,0,0.000289893453012983,0,0.0163853971228225,0,0.240765519980825,0,4822
"583","M19",0.846630518977537,9.7,6,576.6,60.2,0,207.6,308.8,7.30580751017595e-05,0,8.39999978959538e-05,0.000365422222025872,1.1204879062857e-05,0,1.28830360831904e-05,5.60446165461833e-05,0.000708663328487067,0,0.000689834529583805,0.00300096277315298,0.407591000992716,0,0.468635988261526,2.03869057668234,5579
"584","M20",0.989719626168224,7.04761904761905,5,231,17,0,85.2,128.8,2.06310178858789e-05,0,3.44739875757961e-05,0.000152417040793174,2.12094576396886e-07,0,3.54405479751175e-07,1.56690415768684e-06,0.00014539955462429,0,0.000240461816676888,0.0010631342962882,0.0994827682457081,0,0.166233568090489,0.734954970704687,4822
"585","M21",0.97910447761194,7.38571428571429,6,75.6,8.6,0,67,0,1.04368678716799e-05,0,2.71098259105439e-05,0,2.18083806273909e-07,0,5.6647397425017e-07,0,7.70837241379789e-05,0,0.000196041613586626,0,0.0503265768772406,0,0.130723580540643,0,4822
"586","M22",0.711111111111111,5,4,10.4,1.4,0,4.8,4.2,1.6990250023665e-06,0,1.94219648314344e-06,4.9701208954296e-06,4.908294451281e-07,0,5.61078984019216e-07,1.43581270312411e-06,8.4951250118325e-06,0,6.90558749562112e-06,1.76715409615275e-05,0.00819269856141126,0,0.00936527144171767,0.0239659229577615,4822
"587","M23",0.702702702702703,2.96296296296296,1,24.8,2.6,0,22.2,0,3.15533214725207e-06,0,8.98265873453841e-06,0,9.38071719453318e-07,0,2.67052016432223e-06,0,9.34913228815428e-06,0,1.87026328006405e-05,0,0.0152150116140495,0,0.0433143804179442,0,4822
"588","M25",0.734093067426401,4.20942408376963,2,223.8,13.2,0,163.4,47.2,1.60193785937413e-05,0,6.61156052803413e-05,5.58546919676851e-05,4.25966382359692e-06,0,1.75805977953424e-05,1.48521498109704e-05,6.74323580595182e-05,0,0.000204304429413294,0.000172597088450254,0.0772454435790204,0,0.318809448661806,0.269331324668177,4822
"589","M26",0.7208,5.97280966767372,2,312.4,62.4,0,250,0,7.57279715340497e-05,0,0.000101156066830388,0,2.11432496523067e-05,0,2.82427738590442e-05,0,0.000452308760491892,0,0.000435497221161166,0,0.102687129400171,0,0.137167626622006,0,1356
"590","M27",0.550429109927253,2.3152201905743,1,16993.6,2615,0,14378.6,0,0.00317353598656314,0,0.00581793049010964,0,0.00142672939815708,0,0.00261557218881996,0,0.0073474345916051,0,0.00741416459659907,0,4.30331479777962,0,7.88911374458867,0,1356
"591","M28",0.566478646253022,2.03452380952381,1,1171.8,179,0,992.8,0,0.000217232482445431,0,0.000401710972596835,0,9.41749198675599e-05,0,0.000174150284655195,0,0.000441964657737192,0,0.000462977637728884,0,0.294567246196004,0,0.544720078841308,0,1356
"592","M29",0.488206943615116,3.35572572224156,2,24724.6,5967.8,0,18756.8,0,0.00724245814937342,0,0.00758945645729685,0,0.00370663979200744,0,0.00388423111657995,0,0.0243037031041104,0,0.0124337199825449,0,5.5332380261213,0,5.79834473337479,0,764
"593","M32",0.330575980392157,1.64655172413793,1,676.2,23.4,0,520,132.8,2.83979893252686e-05,0,0.000210404619007206,0.000157150489265012,1.90102961629019e-05,0,0.000140849905799861,0.000105200312207124,4.67587582855716e-05,0,0.000114525432953474,8.55386536039372e-05,0.0216960638445052,0,0.160749128921505,0.120062973798469,764
"594","M33",0.715165376495426,8.34779464931309,4,1566.2,429.4,447.6,689.2,0,0.000521115240011553,0.00122713133650028,0.000278867045038012,0,0.000148431663191187,0.000349529492222724,7.94309897812354e-05,0,0.00435016301224395,0.00732603997988752,0.00166485123495263,0,0.477862675090594,1.12527943557076,0.255721080299857,0,917
"595","M34",0.988835376532399,11.9508771929825,9,1863.8,36.6,0,1827.2,0,4.44173679190099e-05,0,0.000739329461249936,0,4.95903188237633e-07,0,8.25433505335964e-06,0,0.000530826509235606,0,0.00873698905201944,0,0.324113533705015,0,5.39488707874079,0,7297
"596","M35",0.959537572254335,5.81395348837209,4,143.8,5.4,0,138.4,0,6.55338215198507e-06,0,5.59999985973025e-05,0,2.65165751814425e-07,0,2.26589589700068e-06,0,3.8101059023169e-05,0,0.000312407573838964,0,0.0365613190259247,0,0.312423992174351,0,5579
"597","M36",0.993227990970655,10.8,9,88.6,0,0,0,88.6,0,0,0,0.000104845883651205,0,0,0,7.10017270775659e-07,0,0,0,0.00112466735690864,0,0,0,0.584935184890075,5579
"598","M37",0.970021413276231,12.8305084745763,7,169.2,75.8,0,77.4,16,9.19900679852719e-05,0,3.1317918290688e-05,1.89337938873509e-05,2.75773223082186e-06,0,9.38866929485293e-07,5.6760838206191e-07,0.00118027934686188,0,0.000389778675939499,0.00023564749877125,0.513212589289832,0,0.174722666143748,0.10563163609753,5579
"599","M38",0.703063110641669,5.47769693135084,1,4450.2,1420.6,0,1830,1199.6,0.00172402494168703,0,0.000740462409198437,0.00141956119670413,0.000511926603360726,0,0.00021987060447416,0.000421520086003115,0.00944368613265138,0,0.00285164413122457,0.00546696672944894,0.510311382739362,0,0.219176873122737,0.420190114224423,296
"600","M39",0.968827930174564,5.8,3,177.4,17,0,61.4,99,2.06310178858789e-05,0,2.48439300135432e-05,0.000117152849677983,6.43111530108445e-07,0,7.74436721120423e-07,3.65189681041096e-06,0.000119659903738098,0,0.000139603061096052,0.000658305526631921,0.0333603559214662,0,0.0401726348318993,0.189436157929299,1617
"601","M41",0.758730158730159,5.46428571428571,3,69,6,0,51.2,11.8,7.28153572442785e-06,0,2.07167624868634e-05,1.39636729919213e-05,1.75681496843339e-06,0,4.99832999683053e-06,3.36901316630481e-06,3.97883916370522e-05,0,8.58900061062509e-05,5.78922483328328e-05,0.0117742432663998,0,0.0334990049412581,0.0225792592279367,1617
"602","M42",0.65541408523993,2.2975619047619,1,38008.6,1110.4,0,36898.2,0,0.00134756954473411,0,0.014929907140484,0,0.000464353484275016,0,0.00514463570928658,0,0.00309612444999845,0,0.0224822668680742,0,0.338239955728263,0,3.74740669226149,0,251
"603","M43",0.0965738939176043,1.52965517241379,1,11858,37,0,0,11821,4.49028036339718e-05,0,0,0.0139885235963984,4.05663650392216e-05,0,0,0.0126375974025359,6.86858058345858e-05,0,0,0.00206645123999103,0.0112706037121269,0,0,3.511119422696,251
"604","M44",0.688955170725193,2.86428757488929,1,4933.8,441.2,0,3515.8,976.8,0.000535435593602928,0,0.00142257799904911,0.00115590811682277,0.000166544472799878,0,0.000442485530844326,0.000359539242854503,0.00153364151791034,0,0.00280726667892153,0.00228102947073589,0.134394333994335,0,0.357067077761326,0.290132937322515,251
"605","M48",0.485915492957746,5.17880794701987,1,328,100.8,0,88.6,138.6,0.000122329800170388,0,3.58497100846893e-05,0.000164013989549177,6.28878550171713e-05,0,1.84297805364952e-05,8.43170509654219e-05,0.000633522541279757,0,9.02144695807139e-05,0.000412735138890705,0.197807286875517,0,0.0579689812069427,0.265210621101019,1617
"606","M49",0.0805502009832489,3.52279586973789,0,56258,2721.2,0,53536.8,0,0.00330241916888551,0,0.0216622884747404,0,0.00303640864110085,0,0.0199173867843429,0,0.0116337486082931,0,0.00614693246803081,0,5.34001179608787,0,35.0279204636552,0,1617
"607","M51",0.91304347826087,2.25454545454545,2,51.2,0.6,0,0,50.6,7.28153572442785e-07,0,0,5.98781231687471e-05,6.33177019515466e-08,0,0,5.20679331902149e-06,1.64165532696192e-06,0,0,0.000123258998206654,0.00196164572416086,0,0,0.161311663816605,2694
"608","M52",0.93341307814992,2.80473372781065,2,503,1.4,0,0,501.6,1.6990250023665e-06,0,0,0.00059357443836845,1.1313284505391e-07,0,0,3.95242947398449e-05,4.76531272853089e-06,0,0,0.00155396312473348,0.00457717335637535,0,0,1.5990895369646,2694
"609","M53",0.410268982908378,1.22770230360307,1,5727.8,17.4,0,0,5710.4,2.11164536008408e-05,0,0,0.00675747103839552,1.24530276593919e-05,0,0,0.00398509026844017,2.59247187296796e-05,0,0,0.00340365825773904,0.0237771267545467,0,0,7.60891238923336,1126
"610","M54",0.755244755244755,6.6,7,30.2,1.6,0,10.2,18.4,1.94174285984743e-06,0,4.12716752667981e-06,2.17738629704535e-05,4.75251748913706e-07,0,1.01014589813842e-06,5.32926716060051e-06,1.2815502874993e-05,0,2.05723427483732e-05,0.00010853433234503,0.00523105526442897,0,0.0111185893168754,0.0586587868424017,2694
"611","M55",0.754032258064516,3.60606060606061,2,50.8,1.2,0,10.2,39.4,1.45630714488557e-06,0,4.12716752667981e-06,4.66244674476015e-05,3.58204579992015e-07,0,1.01515007712689e-06,1.1468114977031e-05,5.25153182549645e-06,0,1.1222123530206e-05,0.000126775937696906,0.00392329144832173,0,0.0111185893168754,0.125606315303838,2694
"612","M56",0.11577752553916,0.897058823529412,1,1589.8,4,0,0,1585.8,4.85435714961857e-06,0,0,0.00187657564666006,4.2923316907524e-06,0,0,0.00165931036180271,4.35464391362842e-06,0,0,0.000194899740827918,0.00577183065089648,0,0,2.23124844387881,1189
"613","M58",0.122233930453109,1.46666666666667,1,191.6,1.8,0,189.8,0,2.18446071732836e-06,0,7.67976859376302e-05,0,1.91744549792889e-06,0,6.74104029357703e-05,0,3.20387571874826e-06,0,1.37680150693946e-05,0,0.000646600372329193,0,0.0227321150375385,0,296
"614","M60",0.924,5.56666666666667,2,64.6,14.6,0,27.6,22.4,1.77184035961078e-05,0,1.11676297780748e-05,2.65073114422912e-05,1.34659867330419e-06,0,8.48739863133683e-07,2.01455566961413e-06,9.86324466849999e-05,0,5.74418205265055e-05,0.000136343007134569,0.0669224103824991,0,0.0421801376717885,0.100118115317534,3777
"615","M61",0.982882512960016,2.0139687756779,1,7822,28.8,0,7793.2,0,3.49513714772537e-05,0,0.0031533178400903,0,5.98279648291543e-07,0,5.39768772606949e-05,0,7.0390970822308e-05,0,0.0062419759243183,0,0.132011330069587,0,11.9100814820211,0,3777
"616","M62",0.524822695035461,5.5,2,29.6,1.4,0,23.4,4.8,1.6990250023665e-06,0,9.46820785532427e-06,5.68013816620526e-06,8.07338121691883e-07,0,4.49907749153707e-06,2.69907274564363e-06,9.34463751301574e-06,0,2.73302170008296e-05,1.63958598130889e-05,0.00641721743393827,0,0.0357614210695598,0.0214538818537573,3777
"617","M64",0.901606425702811,2.05217391304348,1,607.6,10,0,0,597.6,1.21358928740464e-05,0,0,0.000707177201692555,1.19409387716521e-06,0,0,6.95816925360144e-05,2.49049627676083e-05,0,0,0.00130845687096473,0.0458372673852733,0,0,2.67100829079278,3777
"618","M65",0.92883097816113,2.43560805317775,2,22106.4,310.4,0,4556.6,17239.4,0.000376698114810401,0,0.00184371093647738,0.0204004528963498,2.68092363596024e-05,0,0.000131215103902721,0.00145188027770315,0.00091748896204909,0,0.00417096864085217,0.0461512960661992,0.717609908713814,0,3.5122693339894,38.8628627675463,1905
"619","M66",0.777292576419214,1.72446043165468,1,1601,43.8,0,681.6,875.6,5.31552107883233e-05,0,0.000275791900606369,0.00103615187048528,1.18380600445611e-05,0,6.14209036284926e-05,0.000230758713514188,9.16640577407274e-05,0,0.000369674301982711,0.00138886863112209,0.0632015456273164,0,0.327916569820972,1.23198457400699,1189
"620","M67",0.461802154750245,2.91878172588833,1,439.2,30.8,0,408.4,0,3.7378550052063e-05,0,0.000165248550774121,0,2.01170550965804e-05,0,8.89364139572767e-05,0,0.000109099828832164,0,0.000222738470404495,0,0.0444430960119029,0,0.19648052687043,0,1189
"621","M68",0.175461175461175,2.03703703703704,1,468.2,2,0,186.2,280,2.42717857480928e-06,0,7.53410385752726e-05,0.00033134139302864,2.00130296901907e-06,0,6.21216113863895e-05,0.000273203842728892,4.94425265238928e-06,0,2.69284627921693e-05,0.000118428343203191,0.00288591532544824,0,0.0895804948659992,0.393964916311053,1189
"622","M70",0.0856331826487335,1.32468853292652,1,36032.6,240.4,0,35792.2,0,0.000291746864692076,0,0.0144823927008264,0,0.000266763652140704,0,0.0132422193214858,0,0.000386473726174858,0,0.00164284345445316,0,0.100360921454074,0,4.98194308908428,0,344
"623","M71",0.459272097053726,1.15625,1,464,2.4,0,461.6,0,2.91261428977114e-06,0,0.000186774561795628,0,1.5749318169993e-06,0,0.000100994217123459,0,3.36771027254788e-06,0,9.9183523527195e-05,0,0.00100193931568127,0,0.0642504492576959,0,344
"624","M72",0.689227072486984,2.1,2,506.8,7.4,0,0,499.4,8.98056072679435e-06,0,0,0.000590971041708939,2.7909151477743e-06,0,0,0.000183657800707303,1.88591775262681e-05,0,0,0.000855357806103435,0.0245708141485094,0,0,1.61689677011566,2736
"625","M73",0.510980416692736,1.4547817047817,1,3220.4,23.8,0,0,3196.6,2.88834250402305e-05,0,0,0.00378273534626911,1.41245604776601e-05,0,0,0.00184983166279418,4.20190783199611e-05,0,0,0.0028119529158245,0.0790250509100706,0,0,10.3495639073923,2736
"626","M75",0.549145299145299,1.8,1,114.6,21,0,93.6,0,2.54853750354975e-05,0,3.78728314212971e-05,0,1.14902011377991e-05,0,1.70751440809694e-05,0,4.58736750638955e-05,0,3.74358372125898e-05,0,0.0697279860971211,0,0.103620066768669,0,2736
"627","M76",0.291459318238368,1.66168763102725,1,13374.4,513.6,0,12860.8,0,0.000623299458011024,0,0.00520379177716899,0,0.000441633022920787,0,0.00368709817354089,0,0.00103572899980291,0,0.00252027100120696,0,0.390808760172912,0,3.26277744428496,0,627
"628","M79",0.190796676756618,1.36292613636364,1,6425.4,214.6,0,6210.8,0,0.000260436261077036,0,0.00251304039948068,0,0.000210745887956619,0,0.00203356064270465,0,0.000354955387078716,0,0.00065349549236734,0,0.163293535695302,0,1.57567633047439,0,627
"629","M81",0.18664347826087,1.32975871313673,1,2994.2,119.2,0,2875,0,0.000144659843058633,0,0.00116329476854946,0,0.000117660026785499,0,0.000946173386704713,0,0.00019236268674821,0,0.000288719049316335,0,0.0907017215977631,0,0.729385819880509,0,627
"630","M83",0.341269841269841,3,1,100.8,25.2,75.6,0,0,3.0582450042597e-05,0.000207263469703801,0,0,2.01455821709171e-05,0.000136530698296949,0,0,9.1747350127791e-05,0.000212198314220559,0,0,0.0494518217188793,0.335145030511047,0,0,1617
"631","M86",0.451890034364261,2.65151515151515,1,133.2,16.8,0,116.4,0,2.0388300028398e-05,0,4.70982647162284e-05,0,1.11750304279364e-05,0,2.58150282551149e-05,0,5.40598864389341e-05,0,5.64328239499223e-05,0,0.0276465348385077,0,0.0638652469552058,0,1356
"632","N01",0.165368081676518,4.85496183206107,1,1617.2,128.4,0,1488.8,0,0.000155824864502756,0,0.000602404609188324,0,0.000130056405582432,0,0.000502786114573758,0,0.000756523769646968,0,0.000483643989121097,0,0.13400938347237,0,0.518067963901959,0,860
"633","N03",0.901696606786427,2.61742286751361,1,2732.8,2332,0,400.8,0,0.00283009021822763,0,0.000162173406342477,0,0.000278207471552316,0,1.59421961324691e-05,0,0.00740754285431557,0,0.000382748913547865,0,2.43387758767576,0,0.13946912945453,0,860
"634","N05",0.494163424124514,2.7,1,118.4,15.6,0,102.8,0,1.89319928835124e-05,0,4.15953746806554e-05,0,9.576494454695e-06,0,2.10404619007206e-05,0,5.11163807854835e-05,0,5.54982645058238e-05,0,0.0287009012114048,0,0.0630585880158735,0,1516
"635","N06",0.415626856803327,1.74327752409944,1,4258.2,892.2,0,3366,0,0.00108276436222242,0,0.00136196528380434,0,0.000632738413693257,0,0.000795895933821489,0,0.00188755877655821,0,0.000986815974906681,0,1.64147077312919,0,2.06473937024738,0,1516
"636","N07",0.905075187969925,0.643896976483763,1,1906,1693.2,0,125,87.8,0.00205484938143354,0,5.05780334151938e-05,0.000103899193956838,0.000195056191282695,0,4.80111031478813e-06,9.86261145642916e-06,0.00132311130383459,0,2.94756223770809e-05,6.05498711508791e-05,1.76717046803284,0,0.0434971087370666,0.0893533068028806,860
"637","N08",0.548331539289559,0.709741550695825,1,1745.8,816.8,0,0,929,0.000991259729952112,0,0,0.00109934340758431,0.000447720756391718,0,0,0.000496538744695777,0.000703538217878537,0,0,0.000427835516205182,0.852483367758816,0,0,0.945435330522507,860
"638","N09",0.170382046085716,0.791940789473684,1,5936.4,607.2,0,0,5329.2,0.000736891415312099,0,0,0.00630637339902939,0.000611338348228224,0,0,0.00523188059592223,0.000583574369198644,0,0,0.000850934678776478,0.633726617168405,0,0,5.42348112316528,860
"639","N10",0.165248226950355,1.2,1,292.6,10.6,0,0,282,1.28640464464892e-05,0,0,0.000333708117264559,1.07382855797999e-05,0,0,0.00027856344256765,1.5436855735787e-05,0,0,6.61736096362913e-05,0.0195018944128776,0,0,0.505901505773072,1516
"640","N11",0.16040865065676,1.30702598652551,1,6225.8,196.2,0,2516.8,3512.8,0.000238106218188791,0,0.00101835835599488,0.00415691444796788,0.000199911921016143,0,0.000855004866224703,0.00349010941047376,0.000311211014726062,0,0.000213507256119247,0.000871531511950927,0.20477134764236,0,0.875788186155595,3.57494642525238,860
"641","N13",0.779761904761905,0.9,1,2109.6,1572,0,417.6,120,0.0019077623598001,0,0.000168971094033479,0.000142003454155131,0.000420161948289307,0,3.72138719002306e-05,3.12745702603563e-05,0.00171698612382009,0,0.000118581499919924,9.96559955052976e-05,1.64067562942808,0,0.145315140868792,0.122122970573413,860
"642","N15",0.159758806728023,0.881559220389805,1,3434.6,283.6,0,1317.2,1833.8,0.000344173921907957,0,0.000532971084915946,0.002170049451914,0.000289189106837038,0,0.000447824260369235,0.00182336494093542,0.00030340969427568,0,7.50619682660663e-05,0.000305622927219499,0.295989572840843,0,0.458355133027713,1.86624252864604,860
"643","N17",0.0113275629753123,0.748633879781421,0,8774,16.6,0,7004.8,1752.6,2.01455821709171e-05,0,0.00283431206773399,0.0020739604479357,1.99173818202017e-05,0,0.00280220621929505,0.0020504675303534,1.50816653410691e-05,0,2.40355258805213e-05,1.75875940370213e-05,0.0119664758095247,0,1.68358136823399,1.2319325060738,594
"644","N18",0.261306532663317,0.823529411764706,1,42.8,3,0,28.4,11.4,3.64076786221393e-06,0,1.1491329191932e-05,1.34903281447375e-05,2.68941143590677e-06,0,8.48856980509551e-06,9.96521727274579e-06,2.99827941594088e-06,0,2.47286067151242e-06,2.9030324828167e-06,0.00313106036150398,0,0.00988254310506154,0.0116016822044742,860
"645","N19",0.0583169291338583,0.489247311827957,0,1645.8,20.2,0,1625.6,0,2.45145036055738e-05,0,0.000657757208957912,0,2.30848930360558e-05,0,0.000619398828415829,0,1.19936549898237e-05,0,1.87667345662879e-05,0,0.0210824731007934,0,0.565671199703804,0,860
"646","N20",0.309387755102041,1.02777777777778,1,304.8,59.8,0,245,0,7.25726393867976e-05,0,9.91329454937798e-05,0,5.01195534050863e-05,0,6.84624260308063e-05,0,7.45885460364309e-05,0,3.1522478336945e-05,0,0.0624124698726459,0,0.0852543331246506,0,860
"647","N22",0.400900900900901,2.21052631578947,1,45.6,1.2,0,44.4,0,1.45630714488557e-06,0,1.79653174690768e-05,0,8.72472298512527e-07,0,1.07630055107532e-05,0,3.21920526764179e-06,0,1.59209001183995e-05,0,0.00125242414460159,0,0.0154501730234061,0,860
"648","N24",0.606818181818182,6.40509915014164,1,597.4,245.4,0,352,0,0.000297814811129099,0,0.000142427742097186,0,0.000117095368921214,0,5.59999985973025e-05,0,0.00190753339366259,0,0.000553578266439761,0,0.451487253671714,0,0.215920457019333,0,1516
"649","N26",0.935237123916369,5.14683544303797,3,410.6,18.4,392.2,0,0,2.23300428882454e-05,0.00107524778859565,0,0,1.4461578005136e-06,6.9636139292018e-05,0,0,0.00011492905618178,0.00517571767856779,0,0,0.0744037029036337,3.5827256316007,0,0,3332
"650","N27",0.129366417730667,2.48109965635739,1,1698.6,38.2,0,1660.4,0,4.63591107788573e-05,0,0.000671838133460702,0,4.03617986882174e-05,0,0.000584924840840033,0,0.000115021573822457,0,0.000215640540454031,0,0.0351865650811527,0,0.509925143296673,0,759
"651","N28",0.223232499854287,1.62947368421053,1,3607.8,176.4,0,0,3431.4,0.000214077150298179,0,0,0.00406058877156599,0.000166288172875435,0,0,0.00315413338920906,0.000348833082801664,0,0,0.0014770451914616,0.415523748728765,0,0,7.88160280560958,1941
"652","N29",0.920951976200595,2.03086419753086,1,502.4,31.8,0,0,470.6,3.85921393394676e-05,0,0,0.000556890212711707,3.05063234897619e-06,0,0,4.40210707880908e-05,7.83753940906472e-05,0,0,0.00104156757835105,0.0749073424579067,0,0,1.08092390287342,1941
"653","N30",0.0993710432999307,1.54070096099491,1,30440.4,1281,0,17705.8,11453.6,0.00155460787716535,0,0.0071641963523419,0.0135537563542601,0.00140012487048914,0,0.00645228268640413,0.0122069054447042,0.00239518585031891,0,0.00109684606925574,0.00207509449066964,1.1799473787685,0,5.4376250314275,10.2873010728834,759
"654","N32",0.265552264071096,1.98300653594771,1,2326,435.6,0,1890.4,0,0.000528639493593462,0,0.000764901714944658,0,0.000388258079192321,0,0.00056178033274924,0,0.00104829557095592,0,0.000402791028484248,0,0.401237375637438,0,0.580560401642996,0,759
"655","N34",0.0484610347085789,0.720430107526882,0,615.2,4.4,0,230.6,380.2,5.33979286458043e-06,0,9.33063560443495e-05,0.000449914277248175,5.08102097723337e-06,0,8.87846334855532e-05,0.000428110965842566,3.84694754760095e-06,0,3.2575850692403e-06,1.5707761980385e-05,0.00459222186353917,0,0.0802434661981405,0.38692627843343,860
"656","O01",0.977272727272727,12.728965003723,9,1514.8,1039.6,0,475.2,0,0.00126164742318587,0,0.000192277451831201,0,2.8673805072406e-05,0,4.36994208707274e-06,0,0.0160594658967702,0,0.00239186811546974,0,1.69439248933862,0,0.258228617809302,0,1343
"657","O02",0.992916174734357,12.7,9,505.6,336.2,0,169.4,0,0.000408008718425441,0,6.85433508842706e-05,0,2.89026246818494e-06,0,4.8554912078586e-07,0,0.0051817107240031,0,0.000864334082396256,0,0.547955708845367,0,0.0920537202375754,0,1343
"658","O03",0.98936170212766,6.57230769230769,3,327.2,64,0,263.2,0,7.76697143938971e-05,0,0.000106497107159032,0,8.26273557381881e-07,0,1.13294794850034e-06,0,0.000510469261370351,0,0.00069248567407291,0,0.104310426431004,0,0.14302561491458,0,1343
"659","O04",0.931865828092243,6.42231075697211,3,240.4,49.6,0,190.8,0,6.01940286552703e-05,0,7.72023102049518e-05,0,4.10127029621862e-06,0,5.26011547518015e-06,0,0.00038658475773823,0,0.000462035131093195,0,0.080840580484028,0,0.10368270260525,0,1343
"660","O05",0.986810551558753,8.35984848484848,4,224.4,57.6,0,166.8,0,6.99027429545074e-05,0,6.74913277892346e-05,0,9.2197862410022e-07,0,8.90173388107412e-07,0,0.000584376339774992,0,0.000556775559709423,0,0.25759160778736,0,0.248705542903329,0,3685
"661","O06",0.991379310344828,4.10596026490066,2,129.2,13.2,0,0,116,1.60193785937413e-05,0,0,0.000137270005683294,1.38098091325355e-07,0,0,1.18336211795942e-06,6.57749319743019e-05,0,0,0.000558766351062962,0.0829002842226111,0,0,0.710372279411045,5175
"662","O07",0.991832289681459,2.43065693430657,2,737.2,2.6,0,0,734.6,3.15533214725207e-06,0,0,0.000869297811852997,2.57718389375339e-08,0,0,7.10017270775656e-06,7.66952996375868e-06,0,0,0.00209570667033113,0.0163288438620295,0,0,4.49861617633926,5175
"663","O08",0.986301369863014,3.4,2,46,2.2,0,0,43.8,2.66989643229021e-06,0,0,5.1831260766623e-05,3.65739237300031e-08,0,0,7.1001727077566e-07,9.07764786978673e-06,0,0,0.000173812227885881,0.0138167140371019,0,0,0.268226774467274,5175
"664","O09",0.476190476190476,2.69230769230769,2,30.6,1.2,0,5.2,24.2,1.45630714488557e-06,0,2.10404619007206e-06,2.86373632546182e-05,7.62827552082918e-07,0,1.10211943289489e-06,1.50005236095619e-05,3.92082692853808e-06,0,2.697495115477e-06,3.67145682751515e-05,0.000425241686306587,0,0.000614381487501042,0.00836211007034851,292
"665","O10",0.514285714285714,2.35714285714286,1,52.6,3.6,0,29.2,19.8,4.36892143465671e-06,0,1.18150286057893e-05,2.34305699355967e-05,2.12204755397612e-06,0,5.73872817995479e-06,1.1380562540147e-05,1.02981719531194e-05,0,1.43227081466098e-05,2.84035888607029e-05,0.0161693782296645,0,0.0437274208700261,0.0867165393316434,3701
